"label","text"
"InsectToy_07087","&#xE;2\0&#x4;ă촅Stabschreckenmodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07115","&#xE;2\0&#x4;ă촅Mega-Giraffenhk.-Modell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_05936","&#xE;2\0&#x4;ă촅Mückenmodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07088","&#xE;2\0&#x4;ă촅Pracht-Hirschkäfermodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07116","&#xE;2\0&#x4;ă촅Gesichtswanzenmodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07089","&#xE;2\0&#x4;ă촅Maulwurfsgrillenmodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07117","&#xE;2\0&#x4;ă촅Regenbogenfaltermodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_05938","&#xE;2\0&#x4;ă촅Nashornkäfermodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07118","&#xE;2\0&#x4;ă촅Blaurüsselkäfermodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07119","&#xE;2\0&#x4;ă촅Alpenbockmodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07050","&#xE;2\0&#x4;ă촅Feuerlibellenmodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07051","&#xE;2\0&#x4;ă촅Mega-Vogelfaltermodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07052","&#xE;2\0&#x4;ă촅Wasserläufermodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07053","&#xE;2\0&#x4;ă촅Ameisenmodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07070","&#xE;2\0&#x4;ă촅Fichtenbockmodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07054","&#xE;2\0&#x4;ă촅Kugelasselmodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07071","&#xE;2\0&#x4;ă촅Ritterfaltermodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07055","&#xE;2\0&#x4;ă촅Ligia-exotica-Modell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07072","&#xE;2\0&#x4;ă촅Schneckenmodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07056","&#xE;2\0&#x4;ă촅Mottenmodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07073","&#xE;2\0&#x4;ă촅Grashüpfermodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07090","&#xE;2\0&#x4;ă촅Mega-Quelljungfermodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07101","&#xE;2\0&#x4;ă촅Vogelspinnenmodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_05922","&#xE;2\0&#x4;ă촅Sägez.-Hirschkäfermodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07057","&#xE;2\0&#x4;ă촅Schwimmkäfermodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07074","&#xE;2\0&#x4;ă촅Gold-Mistkäfermodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07091","&#xE;2\0&#x4;ă촅Monarchfaltermodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07102","&#xE;2\0&#x4;ă촅Marienkäfermodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07058","&#xE;2\0&#x4;ă촅Königslibellenmodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07075","&#xE;2\0&#x4;ă촅Atlaskäfermodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07092","&#xE;2\0&#x4;ă촅Riesen-Hirschkäfermodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07103","&#xE;2\0&#x4;ă촅Wanderschreckenmodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07120","&#xE;2\0&#x4;ă촅Riesenwanzenmodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_05924","&#xE;2\0&#x4;ă촅Mega-Herkuleskäf.-Modell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07059","&#xE;2\0&#x4;ă촅Mega-Goliathkäfermodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07076","&#xE;2\0&#x4;ă촅Blattschreckenmodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07093","&#xE;2\0&#x4;ă촅Allotopus-rosenb.-Modell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07104","&#xE;2\0&#x4;ă촅Bergzikadenmodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07121","&#xE;2\0&#x4;ă촅Wasserjungfermodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07077","&#xE;2\0&#x4;ă촅Grillenmodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07094","&#xE;2\0&#x4;ă촅Skorpionmodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07105","&#xE;2\0&#x4;ă촅Geigenkäfermodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07078","&#xE;2\0&#x4;ă촅Riesenzikadenmodell&#xE;2&#x16;\n\0\0\0&#x2;s"
"InsectToy_07095","&#xE;2\0&#x4;ă촅Zikadenlarvenhautmodell&#xE;2&#x16;\n\0\0\0&#x2;s"
