"label","text"
"792","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Visual-Kei-Stiefel"
"705","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Trekkingschuhe"
"794","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Knöchelturnschuhe"
"236","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Kimono-Sandalen"
"780","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Mokassinstiefeletten"
"795","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Holzpantoffeln"
"796","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Pantoletten"
"1135","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Samthea-Pumps"
"782","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Puschel-Stiefel"
"797","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Gladiator-Sandalen"
"1136","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Samthea-Sneaker"
"783","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Samuraistiefel"
"784","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Riemchenpumps"
"799","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Superheldenstiefel"
"785","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Pantoffeln"
"786","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Kunststoffschlappen"
"772","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Stiefel"
"787","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Schlupfschuhe"
"820","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Schnürstiefel"
"789","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Prinzessinnenschuhe"
"821","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Wrestlingschuhe"
"760","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Pfoten"
"761","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Badesandalen"
"776","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Legendenstiefel"
"762","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Riemchenschuhe"
"777","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Goldrüstungsschuhe"
"839","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Power-Stiefel"
"763","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Silberrüstungsschuhe"
"778","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Filzpantoffeln"
"764","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Uwabaki"
"779","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Arbeitsstiefel"
"811","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Fußballschuhe"
"1191","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Recyclingstiefel"
"765","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Kunstlederstiefel"
"812","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Pikes"
"766","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Blümchensandalen"
"767","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Kunstfellstiefeletten"
"814","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Hightech-Turnschuhe"
"768","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Leopardenschuhe"
"800","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Basketballschuhe"
"815","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Skistiefel"
"769","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Zehensandalen"
"801","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Narrenschuhe"
"802","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Outdoor-Sandalen"
"530","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Sandalen"
"804","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Cowboystiefel"
"1184","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s DAL-Pantoffeln"
"894","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Sportsandalen"
"941","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Stahlkappenschuhe"
"808","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Ornamentschuhe"
"881","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Mokassins"
"520","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Kunstfellstiefel"
"809","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Strandsandalen"
"882","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Wassersportschuhe"
"521","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Vinyl-Pumps"
"883","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Derbyschuhe"
"522","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Slipper"
"946","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Kappenturnschuhe"
"523","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Kreuzriemensandalen"
"947","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Spitz-Stiefelchen"
